user_id,event_type,event_time,event_params
116802,funnel_start,2024-01-15T00:19:09,"{""funnel_type"": ""fasting""}"
116802,profile_start,2024-01-15T00:19:17,{}
116802,email_submit,2024-01-15T00:19:50,{}
116802,paywall_show,2024-01-15T00:28:24,{}
117219,funnel_start,2024-01-15T01:24:35,"{""funnel_type"": ""activity""}"
117319,funnel_start,2024-01-15T01:41:11,"{""funnel_type"": ""fasting""}"
117319,profile_start,2024-01-15T01:41:21,{}
117319,email_submit,2024-01-15T01:41:39,{}
117319,paywall_show,2024-01-15T01:48:38,{}
117423,funnel_start,2024-01-15T01:57:59,"{""funnel_type"": ""fasting""}"
117690,funnel_start,2024-01-15T02:51:41,"{""funnel_type"": ""fasting""}"
117690,profile_start,2024-01-15T02:51:47,{}
117690,email_submit,2024-01-15T02:52:03,{}
117690,paywall_show,2024-01-15T03:00:40,{}
117690,payment_done,2024-01-15T03:01:38,{}
117745,funnel_start,2024-01-15T03:05:42,"{""funnel_type"": ""fasting""}"
117745,profile_start,2024-01-15T03:05:50,{}
117745,email_submit,2024-01-15T03:06:09,{}
117748,funnel_start,2024-01-15T03:06:34,"{""funnel_type"": ""fasting""}"
117748,profile_start,2024-01-15T03:06:44,{}
117748,email_submit,2024-01-15T03:06:59,{}
117745,paywall_show,2024-01-15T03:13:21,{}
117748,paywall_show,2024-01-15T03:17:33,{}
118006,funnel_start,2024-01-15T04:18:20,"{""funnel_type"": ""fasting""}"
118006,profile_start,2024-01-15T04:18:27,{}
118006,email_submit,2024-01-15T04:18:57,{}
118006,paywall_show,2024-01-15T04:33:21,{}
118209,funnel_start,2024-01-15T05:19:29,"{""funnel_type"": ""fasting""}"
118209,profile_start,2024-01-15T05:19:44,{}
118523,funnel_start,2024-01-15T06:44:17,"{""funnel_type"": ""fasting""}"
118523,profile_start,2024-01-15T06:44:26,{}
118592,funnel_start,2024-01-15T07:04:02,"{""funnel_type"": ""fasting""}"
118592,profile_start,2024-01-15T07:04:08,{}
118703,funnel_start,2024-01-15T07:28:04,"{""funnel_type"": ""fasting""}"
118703,profile_start,2024-01-15T07:28:13,{}
118703,email_submit,2024-01-15T07:28:32,{}
118703,paywall_show,2024-01-15T07:38:25,{}
118842,funnel_start,2024-01-15T07:57:58,"{""funnel_type"": ""activity""}"
118949,experiment_exposure,2024-01-15T08:19:39,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
118949,funnel_start,2024-01-15T08:19:39,"{""funnel_type"": ""fasting""}"
118949,profile_start,2024-01-15T08:19:46,{}
118949,email_submit,2024-01-15T08:19:58,{}
118949,paywall_show,2024-01-15T08:27:59,{}
119560,funnel_start,2024-01-15T10:10:57,"{""funnel_type"": ""activity""}"
119619,experiment_exposure,2024-01-15T10:19:24,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
119619,funnel_start,2024-01-15T10:19:24,"{""funnel_type"": ""yoga""}"
119619,profile_start,2024-01-15T10:19:37,{}
119636,funnel_start,2024-01-15T10:22:00,"{""funnel_type"": ""fasting""}"
119619,paywall_show,2024-01-15T10:29:15,{}
119834,funnel_start,2024-01-15T10:57:27,"{""funnel_type"": ""fasting""}"
119834,experiment_exposure,2024-01-15T10:57:27,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
119834,profile_start,2024-01-15T10:57:38,{}
119834,email_submit,2024-01-15T10:58:10,{}
119834,paywall_show,2024-01-15T11:07:15,{}
120000,funnel_start,2024-01-15T11:24:16,"{""funnel_type"": ""activity""}"
120141,funnel_start,2024-01-15T11:47:38,"{""funnel_type"": ""fasting""}"
120141,profile_start,2024-01-15T11:48:07,{}
120141,email_submit,2024-01-15T11:49:25,{}
120215,funnel_start,2024-01-15T12:01:11,"{""funnel_type"": ""yoga""}"
120215,profile_start,2024-01-15T12:01:33,{}
120450,funnel_start,2024-01-15T12:43:54,"{""funnel_type"": ""activity""}"
120450,experiment_exposure,2024-01-15T12:43:54,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
120450,profile_start,2024-01-15T12:44:00,{}
120450,email_submit,2024-01-15T12:44:23,{}
120646,funnel_start,2024-01-15T13:21:29,"{""funnel_type"": ""yoga""}"
121584,funnel_start,2024-01-15T16:05:53,"{""funnel_type"": ""activity""}"
121584,profile_start,2024-01-15T16:06:02,{}
121584,email_submit,2024-01-15T16:06:37,{}
121613,funnel_start,2024-01-15T16:10:40,"{""funnel_type"": ""fasting""}"
121613,profile_start,2024-01-15T16:10:48,{}
121613,email_submit,2024-01-15T16:11:12,{}
121613,paywall_show,2024-01-15T16:19:44,{}
121584,paywall_show,2024-01-15T16:25:41,{}
122338,funnel_start,2024-01-15T18:06:20,"{""funnel_type"": ""activity""}"
122581,funnel_start,2024-01-15T18:39:21,"{""funnel_type"": ""activity""}"
122581,profile_start,2024-01-15T18:39:26,{}
122581,email_submit,2024-01-15T18:40:09,{}
122581,paywall_show,2024-01-15T18:45:07,{}
122581,payment_done,2024-01-15T18:45:55,{}
123261,funnel_start,2024-01-15T20:21:36,"{""funnel_type"": ""activity""}"
123261,profile_start,2024-01-15T20:21:46,{}
123261,email_submit,2024-01-15T20:22:07,{}
123261,paywall_show,2024-01-15T20:29:55,{}
123353,funnel_start,2024-01-15T20:35:38,"{""funnel_type"": ""fasting""}"
123435,funnel_start,2024-01-15T20:46:16,"{""funnel_type"": ""fasting""}"
123435,profile_start,2024-01-15T20:46:24,{}
123435,email_submit,2024-01-15T20:47:17,{}
123494,funnel_start,2024-01-15T20:54:55,"{""funnel_type"": ""fasting""}"
123494,profile_start,2024-01-15T20:55:13,{}
123494,email_submit,2024-01-15T20:55:32,{}
123494,paywall_show,2024-01-15T21:01:21,{}
123551,funnel_start,2024-01-15T21:03:21,"{""funnel_type"": ""activity""}"
123551,experiment_exposure,2024-01-15T21:03:21,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
123551,profile_start,2024-01-15T21:03:25,{}
123551,email_submit,2024-01-15T21:04:16,{}
123551,paywall_show,2024-01-15T21:10:00,{}
123819,funnel_start,2024-01-15T21:37:58,"{""funnel_type"": ""activity""}"
124022,funnel_start,2024-01-15T21:59:27,"{""funnel_type"": ""activity""}"
124022,experiment_exposure,2024-01-15T21:59:27,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
124022,profile_start,2024-01-15T21:59:32,{}
124379,funnel_start,2024-01-15T22:38:05,"{""funnel_type"": ""fasting""}"
124508,funnel_start,2024-01-15T22:53:38,"{""funnel_type"": ""fasting""}"
124508,experiment_exposure,2024-01-15T22:53:38,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
124508,profile_start,2024-01-15T22:53:51,{}
124508,email_submit,2024-01-15T22:54:31,{}
124508,paywall_show,2024-01-15T23:05:55,{}
124699,funnel_start,2024-01-15T23:18:08,"{""funnel_type"": ""activity""}"
124699,experiment_exposure,2024-01-15T23:18:08,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
124732,funnel_start,2024-01-15T23:22:43,"{""funnel_type"": ""fasting""}"
124732,experiment_exposure,2024-01-15T23:22:43,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
124823,funnel_start,2024-01-15T23:32:56,"{""funnel_type"": ""fasting""}"
124823,experiment_exposure,2024-01-15T23:33:13,"{""experiment_name"": ""exp_5"", ""experiment_group"": ""test""}"
124823,profile_start,2024-01-15T23:33:13,{}
124823,email_submit,2024-01-15T23:33:34,{}
124823,paywall_show,2024-01-15T23:45:29,{}
124951,funnel_start,2024-01-15T23:47:31,"{""funnel_type"": ""activity""}"
125145,funnel_start,2024-01-16T00:15:48,"{""funnel_type"": ""fasting""}"
125145,profile_start,2024-01-16T00:15:55,{}
125145,email_submit,2024-01-16T00:16:06,{}
125145,paywall_show,2024-01-16T00:24:22,{}
125456,experiment_exposure,2024-01-16T01:03:17,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
125456,funnel_start,2024-01-16T01:03:17,"{""funnel_type"": ""activity""}"
125701,funnel_start,2024-01-16T01:41:15,"{""funnel_type"": ""fasting""}"
125701,profile_start,2024-01-16T01:41:21,{}
125701,email_submit,2024-01-16T01:41:29,{}
125738,funnel_start,2024-01-16T01:46:04,"{""funnel_type"": ""activity""}"
125701,paywall_show,2024-01-16T01:53:06,{}
125786,funnel_start,2024-01-16T01:54:18,"{""funnel_type"": ""fasting""}"
125786,profile_start,2024-01-16T01:54:34,{}
125999,funnel_start,2024-01-16T02:35:12,"{""funnel_type"": ""fasting""}"
125999,profile_start,2024-01-16T02:35:22,{}
125999,email_submit,2024-01-16T02:35:51,{}
125999,paywall_show,2024-01-16T02:44:05,{}
126201,funnel_start,2024-01-16T03:28:01,"{""funnel_type"": ""fasting""}"
126225,funnel_start,2024-01-16T03:32:02,"{""funnel_type"": ""activity""}"
126225,experiment_exposure,2024-01-16T03:32:02,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
126225,profile_start,2024-01-16T03:32:07,{}
126225,email_submit,2024-01-16T03:32:20,{}
126225,paywall_show,2024-01-16T03:42:31,{}
126313,funnel_start,2024-01-16T03:53:10,"{""funnel_type"": ""yoga""}"
126313,profile_start,2024-01-16T03:53:22,{}
126313,paywall_show,2024-01-16T04:21:09,{}
126817,funnel_start,2024-01-16T06:17:57,"{""funnel_type"": ""fasting""}"
126817,profile_start,2024-01-16T06:18:10,{}
126817,email_submit,2024-01-16T06:18:23,{}
126817,paywall_show,2024-01-16T06:31:32,{}
127174,funnel_start,2024-01-16T07:42:39,"{""funnel_type"": ""fasting""}"
127174,profile_start,2024-01-16T07:42:46,{}
127174,email_submit,2024-01-16T07:43:28,{}
127174,paywall_show,2024-01-16T07:54:04,{}
127422,funnel_start,2024-01-16T08:30:46,"{""funnel_type"": ""activity""}"
127422,profile_start,2024-01-16T08:30:58,{}
127422,email_submit,2024-01-16T08:31:10,{}
127422,paywall_show,2024-01-16T08:32:56,{}
127664,funnel_start,2024-01-16T09:15:58,"{""funnel_type"": ""activity""}"
127664,experiment_exposure,2024-01-16T09:15:58,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
127871,funnel_start,2024-01-16T09:53:38,"{""funnel_type"": ""yoga""}"
127871,experiment_exposure,2024-01-16T09:53:38,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
127871,profile_start,2024-01-16T09:53:46,{}
127888,experiment_exposure,2024-01-16T09:56:30,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
127888,funnel_start,2024-01-16T09:56:30,"{""funnel_type"": ""activity""}"
127888,profile_start,2024-01-16T09:56:43,{}
127888,email_submit,2024-01-16T09:57:00,{}
127871,paywall_show,2024-01-16T10:00:26,{}
128051,funnel_start,2024-01-16T10:18:11,"{""funnel_type"": ""fasting""}"
128053,funnel_start,2024-01-16T10:18:30,"{""funnel_type"": ""activity""}"
128053,experiment_exposure,2024-01-16T10:18:35,"{""experiment_name"": ""exp_5"", ""experiment_group"": ""control""}"
128053,profile_start,2024-01-16T10:18:35,{}
128053,email_submit,2024-01-16T10:18:56,{}
128329,funnel_start,2024-01-16T11:07:16,"{""funnel_type"": ""fasting""}"
128329,profile_start,2024-01-16T11:07:23,{}
128329,email_submit,2024-01-16T11:07:45,{}
128365,funnel_start,2024-01-16T11:12:09,"{""funnel_type"": ""fasting""}"
128365,experiment_exposure,2024-01-16T11:12:09,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
128365,profile_start,2024-01-16T11:12:25,{}
128365,email_submit,2024-01-16T11:12:49,{}
128365,paywall_show,2024-01-16T11:15:29,{}
128329,paywall_show,2024-01-16T11:16:44,{}
128479,funnel_start,2024-01-16T11:32:00,"{""funnel_type"": ""fasting""}"
128479,profile_start,2024-01-16T11:32:08,{}
128651,funnel_start,2024-01-16T12:06:11,"{""funnel_type"": ""activity""}"
128651,profile_start,2024-01-16T12:06:17,{}
128651,email_submit,2024-01-16T12:06:32,{}
128651,paywall_show,2024-01-16T12:23:02,{}
128651,payment_done,2024-01-16T12:23:28,{}
128924,funnel_start,2024-01-16T12:56:49,"{""funnel_type"": ""yoga""}"
128924,experiment_exposure,2024-01-16T12:56:49,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
128924,profile_start,2024-01-16T12:57:00,{}
128964,funnel_start,2024-01-16T13:03:20,"{""funnel_type"": ""fasting""}"
128964,experiment_exposure,2024-01-16T13:03:20,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
128964,profile_start,2024-01-16T13:03:37,{}
128964,email_submit,2024-01-16T13:03:51,{}
128970,funnel_start,2024-01-16T13:05:28,"{""funnel_type"": ""fasting""}"
128970,profile_start,2024-01-16T13:05:43,{}
128970,email_submit,2024-01-16T13:06:37,{}
128964,paywall_show,2024-01-16T13:10:16,{}
128970,paywall_show,2024-01-16T13:13:57,{}
129018,funnel_start,2024-01-16T13:14:51,"{""funnel_type"": ""activity""}"
129018,experiment_exposure,2024-01-16T13:14:51,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
128924,paywall_show,2024-01-16T13:18:35,{}
129273,funnel_start,2024-01-16T13:58:43,"{""funnel_type"": ""fasting""}"
129361,funnel_start,2024-01-16T14:17:03,"{""funnel_type"": ""fasting""}"
129361,profile_start,2024-01-16T14:17:17,{}
129361,email_submit,2024-01-16T14:17:39,{}
129429,funnel_start,2024-01-16T14:28:22,"{""funnel_type"": ""fasting""}"
129429,profile_start,2024-01-16T14:28:34,{}
129429,email_submit,2024-01-16T14:29:07,{}
129361,paywall_show,2024-01-16T14:33:53,{}
129429,paywall_show,2024-01-16T14:37:12,{}
129818,funnel_start,2024-01-16T15:34:39,"{""funnel_type"": ""fasting""}"
130068,funnel_start,2024-01-16T16:14:02,"{""funnel_type"": ""activity""}"
130068,profile_start,2024-01-16T16:14:09,{}
130068,email_submit,2024-01-16T16:14:32,{}
130110,funnel_start,2024-01-16T16:19:54,"{""funnel_type"": ""activity""}"
130110,profile_start,2024-01-16T16:20:05,{}
130110,email_submit,2024-01-16T16:20:24,{}
130110,paywall_show,2024-01-16T16:24:00,{}
130277,funnel_start,2024-01-16T16:46:58,"{""funnel_type"": ""fasting""}"
130277,experiment_exposure,2024-01-16T16:46:58,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
130277,profile_start,2024-01-16T16:47:10,{}
130277,email_submit,2024-01-16T16:47:57,{}
130333,funnel_start,2024-01-16T16:55:09,"{""funnel_type"": ""fasting""}"
130333,profile_start,2024-01-16T16:55:17,{}
130333,email_submit,2024-01-16T16:55:30,{}
130277,paywall_show,2024-01-16T16:56:56,{}
130495,funnel_start,2024-01-16T17:20:03,"{""funnel_type"": ""fasting""}"
130495,profile_start,2024-01-16T17:20:19,{}
130495,email_submit,2024-01-16T17:21:16,{}
130495,paywall_show,2024-01-16T17:28:13,{}
130997,experiment_exposure,2024-01-16T18:37:25,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
130997,funnel_start,2024-01-16T18:37:25,"{""funnel_type"": ""activity""}"
131552,experiment_exposure,2024-01-16T20:04:07,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
131552,funnel_start,2024-01-16T20:04:07,"{""funnel_type"": ""fasting""}"
131552,profile_start,2024-01-16T20:04:13,{}
131552,email_submit,2024-01-16T20:04:24,{}
131639,experiment_exposure,2024-01-16T20:18:05,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
131639,funnel_start,2024-01-16T20:18:05,"{""funnel_type"": ""activity""}"
131552,paywall_show,2024-01-16T20:18:06,{}
131639,profile_start,2024-01-16T20:18:11,{}
131639,email_submit,2024-01-16T20:18:20,{}
131639,paywall_show,2024-01-16T20:24:58,{}
131914,funnel_start,2024-01-16T20:55:55,"{""funnel_type"": ""activity""}"
131914,experiment_exposure,2024-01-16T20:55:55,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
131914,profile_start,2024-01-16T20:56:01,{}
131914,email_submit,2024-01-16T20:56:19,{}
131914,paywall_show,2024-01-16T21:02:52,{}
132176,experiment_exposure,2024-01-16T21:29:56,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
132176,funnel_start,2024-01-16T21:29:56,"{""funnel_type"": ""fasting""}"
132176,profile_start,2024-01-16T21:30:06,{}
132176,email_submit,2024-01-16T21:30:42,{}
132270,funnel_start,2024-01-16T21:42:11,"{""funnel_type"": ""activity""}"
132270,profile_start,2024-01-16T21:42:16,{}
132270,email_submit,2024-01-16T21:42:41,{}
132270,paywall_show,2024-01-16T21:45:02,{}
132176,paywall_show,2024-01-16T21:45:08,{}
132656,experiment_exposure,2024-01-16T22:31:24,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
132656,funnel_start,2024-01-16T22:31:24,"{""funnel_type"": ""fasting""}"
132656,profile_start,2024-01-16T22:31:35,{}
132656,email_submit,2024-01-16T22:31:54,{}
132656,paywall_show,2024-01-16T22:34:44,{}
132693,funnel_start,2024-01-16T22:35:29,"{""funnel_type"": ""fasting""}"
132656,payment_done,2024-01-16T22:37:10,{}
133285,experiment_exposure,2024-01-16T23:54:16,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
133285,funnel_start,2024-01-16T23:54:16,"{""funnel_type"": ""activity""}"
133285,profile_start,2024-01-16T23:54:24,{}
133285,email_submit,2024-01-16T23:54:41,{}
133464,funnel_start,2024-01-17T00:21:35,"{""funnel_type"": ""fasting""}"
133464,profile_start,2024-01-17T00:21:58,{}
133464,email_submit,2024-01-17T00:22:35,{}
133464,paywall_show,2024-01-17T00:29:16,{}
133616,funnel_start,2024-01-17T00:43:04,"{""funnel_type"": ""fasting""}"
133616,profile_start,2024-01-17T00:43:28,{}
133616,email_submit,2024-01-17T00:43:50,{}
133616,paywall_show,2024-01-17T00:50:22,{}
133717,funnel_start,2024-01-17T01:01:26,"{""funnel_type"": ""activity""}"
133806,experiment_exposure,2024-01-17T01:16:30,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
133806,funnel_start,2024-01-17T01:16:30,"{""funnel_type"": ""activity""}"
133806,profile_start,2024-01-17T01:16:36,{}
133806,email_submit,2024-01-17T01:16:46,{}
133806,paywall_show,2024-01-17T01:24:32,{}
133902,funnel_start,2024-01-17T01:36:14,"{""funnel_type"": ""activity""}"
133902,profile_start,2024-01-17T01:36:26,{}
133902,email_submit,2024-01-17T01:36:34,{}
133902,paywall_show,2024-01-17T01:49:22,{}
134186,funnel_start,2024-01-17T02:27:30,"{""funnel_type"": ""activity""}"
134186,profile_start,2024-01-17T02:27:40,{}
134186,email_submit,2024-01-17T02:28:06,{}
134216,funnel_start,2024-01-17T02:32:18,"{""funnel_type"": ""activity""}"
134216,profile_start,2024-01-17T02:32:23,{}
134216,email_submit,2024-01-17T02:32:37,{}
134216,paywall_show,2024-01-17T02:37:43,{}
134703,experiment_exposure,2024-01-17T04:31:04,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
134703,funnel_start,2024-01-17T04:31:04,"{""funnel_type"": ""fasting""}"
134847,experiment_exposure,2024-01-17T05:13:12,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
134847,funnel_start,2024-01-17T05:13:12,"{""funnel_type"": ""fasting""}"
134847,profile_start,2024-01-17T05:13:35,{}
134847,email_submit,2024-01-17T05:14:07,{}
134847,paywall_show,2024-01-17T05:25:26,{}
134924,funnel_start,2024-01-17T05:33:16,"{""funnel_type"": ""fasting""}"
134924,profile_start,2024-01-17T05:33:25,{}
134924,email_submit,2024-01-17T05:34:00,{}
134924,paywall_show,2024-01-17T05:39:54,{}
134986,funnel_start,2024-01-17T05:51:10,"{""funnel_type"": ""activity""}"
134986,profile_start,2024-01-17T05:51:15,{}
134986,email_submit,2024-01-17T05:51:39,{}
134986,paywall_show,2024-01-17T06:04:21,{}
135049,funnel_start,2024-01-17T06:11:54,"{""funnel_type"": ""fasting""}"
135049,profile_start,2024-01-17T06:12:00,{}
135049,email_submit,2024-01-17T06:12:27,{}
135120,funnel_start,2024-01-17T06:29:30,"{""funnel_type"": ""activity""}"
135120,profile_start,2024-01-17T06:29:34,{}
135120,email_submit,2024-01-17T06:29:42,{}
135142,funnel_start,2024-01-17T06:34:53,"{""funnel_type"": ""yoga""}"
135142,experiment_exposure,2024-01-17T06:34:53,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
135142,profile_start,2024-01-17T06:35:03,{}
135142,paywall_show,2024-01-17T06:40:43,{}
135120,paywall_show,2024-01-17T06:43:41,{}
135208,funnel_start,2024-01-17T06:53:48,"{""funnel_type"": ""fasting""}"
135208,profile_start,2024-01-17T06:53:59,{}
135208,email_submit,2024-01-17T06:54:19,{}
135208,paywall_show,2024-01-17T07:08:02,{}
135659,funnel_start,2024-01-17T08:18:17,"{""funnel_type"": ""activity""}"
135659,profile_start,2024-01-17T08:18:33,{}
135659,email_submit,2024-01-17T08:18:55,{}
135659,paywall_show,2024-01-17T08:26:54,{}
135857,funnel_start,2024-01-17T08:57:10,"{""funnel_type"": ""fasting""}"
135857,experiment_exposure,2024-01-17T08:57:14,"{""experiment_name"": ""exp_5"", ""experiment_group"": ""test""}"
135857,profile_start,2024-01-17T08:57:14,{}
135857,email_submit,2024-01-17T08:57:26,{}
135857,paywall_show,2024-01-17T09:08:57,{}
136059,funnel_start,2024-01-17T09:30:05,"{""funnel_type"": ""activity""}"
136059,experiment_exposure,2024-01-17T09:30:05,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
136059,profile_start,2024-01-17T09:30:24,{}
136059,email_submit,2024-01-17T09:30:41,{}
136059,paywall_show,2024-01-17T09:34:36,{}
136152,funnel_start,2024-01-17T09:47:21,"{""funnel_type"": ""fasting""}"
136152,profile_start,2024-01-17T09:47:36,{}
136152,email_submit,2024-01-17T09:48:01,{}
136152,paywall_show,2024-01-17T09:54:11,{}
136593,funnel_start,2024-01-17T11:09:25,"{""funnel_type"": ""fasting""}"
136593,profile_start,2024-01-17T11:09:35,{}
136593,email_submit,2024-01-17T11:09:53,{}
136593,paywall_show,2024-01-17T11:17:12,{}
136680,funnel_start,2024-01-17T11:23:28,"{""funnel_type"": ""activity""}"
136680,experiment_exposure,2024-01-17T11:23:34,"{""experiment_name"": ""exp_5"", ""experiment_group"": ""control""}"
136680,profile_start,2024-01-17T11:23:34,{}
136680,email_submit,2024-01-17T11:23:45,{}
136680,paywall_show,2024-01-17T11:35:44,{}
136680,payment_done,2024-01-17T11:37:31,{}
136767,funnel_start,2024-01-17T11:38:04,"{""funnel_type"": ""activity""}"
136767,profile_start,2024-01-17T11:38:12,{}
136767,experiment_exposure,2024-01-17T11:38:12,"{""experiment_name"": ""exp_5"", ""experiment_group"": ""control""}"
136767,email_submit,2024-01-17T11:38:35,{}
136767,paywall_show,2024-01-17T11:42:03,{}
136872,funnel_start,2024-01-17T11:54:34,"{""funnel_type"": ""fasting""}"
136872,profile_start,2024-01-17T11:54:46,{}
136872,email_submit,2024-01-17T11:55:05,{}
136872,paywall_show,2024-01-17T12:03:23,{}
137067,funnel_start,2024-01-17T12:26:07,"{""funnel_type"": ""yoga""}"
137067,profile_start,2024-01-17T12:26:18,{}
137262,experiment_exposure,2024-01-17T13:00:48,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
137262,funnel_start,2024-01-17T13:00:48,"{""funnel_type"": ""fasting""}"
137306,funnel_start,2024-01-17T13:09:43,"{""funnel_type"": ""fasting""}"
137306,profile_start,2024-01-17T13:09:52,{}
137306,email_submit,2024-01-17T13:10:11,{}
137455,funnel_start,2024-01-17T13:36:08,"{""funnel_type"": ""fasting""}"
137455,profile_start,2024-01-17T13:36:14,{}
137455,email_submit,2024-01-17T13:36:30,{}
137624,funnel_start,2024-01-17T14:09:02,"{""funnel_type"": ""fasting""}"
137624,experiment_exposure,2024-01-17T14:09:02,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
137624,profile_start,2024-01-17T14:09:15,{}
137624,email_submit,2024-01-17T14:09:40,{}
137624,paywall_show,2024-01-17T14:21:22,{}
137781,funnel_start,2024-01-17T14:34:46,"{""funnel_type"": ""yoga""}"
137781,profile_start,2024-01-17T14:35:04,{}
137781,paywall_show,2024-01-17T14:43:14,{}
137781,payment_done,2024-01-17T14:46:24,{}
137781,email_submit,2024-01-17T14:46:44,{}
137862,funnel_start,2024-01-17T14:48:04,"{""funnel_type"": ""activity""}"
137862,experiment_exposure,2024-01-17T14:48:04,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
137862,profile_start,2024-01-17T14:48:09,{}
137862,email_submit,2024-01-17T14:48:30,{}
137862,paywall_show,2024-01-17T14:53:00,{}
138402,funnel_start,2024-01-17T16:18:21,"{""funnel_type"": ""fasting""}"
138402,profile_start,2024-01-17T16:18:30,{}
138402,email_submit,2024-01-17T16:18:51,{}
138559,experiment_exposure,2024-01-17T16:46:16,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""test""}"
138559,funnel_start,2024-01-17T16:46:16,"{""funnel_type"": ""activity""}"
138559,profile_start,2024-01-17T16:46:20,{}
138559,email_submit,2024-01-17T16:46:34,{}
138666,funnel_start,2024-01-17T17:04:55,"{""funnel_type"": ""activity""}"
138666,profile_start,2024-01-17T17:04:58,{}
138666,email_submit,2024-01-17T17:05:19,{}
138666,paywall_show,2024-01-17T17:13:26,{}
138801,funnel_start,2024-01-17T17:28:40,"{""funnel_type"": ""fasting""}"
138801,profile_start,2024-01-17T17:28:58,{}
138801,email_submit,2024-01-17T17:29:06,{}
138801,paywall_show,2024-01-17T17:41:50,{}
139017,funnel_start,2024-01-17T18:04:44,"{""funnel_type"": ""yoga""}"
139017,profile_start,2024-01-17T18:04:55,{}
139052,funnel_start,2024-01-17T18:09:39,"{""funnel_type"": ""fasting""}"
139052,profile_start,2024-01-17T18:09:52,{}
139089,funnel_start,2024-01-17T18:16:06,"{""funnel_type"": ""yoga""}"
139089,experiment_exposure,2024-01-17T18:16:19,"{""experiment_name"": ""exp_5"", ""experiment_group"": ""test""}"
139089,profile_start,2024-01-17T18:16:19,{}
139089,paywall_show,2024-01-17T18:24:00,{}
139137,funnel_start,2024-01-17T18:26:31,"{""funnel_type"": ""fasting""}"
139137,profile_start,2024-01-17T18:26:41,{}
139137,email_submit,2024-01-17T18:26:57,{}
139137,paywall_show,2024-01-17T18:37:06,{}
139427,funnel_start,2024-01-17T19:10:16,"{""funnel_type"": ""fasting""}"
139427,profile_start,2024-01-17T19:10:29,{}
139427,email_submit,2024-01-17T19:10:37,{}
139427,paywall_show,2024-01-17T19:16:50,{}
139638,experiment_exposure,2024-01-17T19:43:00,"{""experiment_name"": ""exp_3"", ""experiment_group"": ""control""}"
139638,funnel_start,2024-01-17T19:43:00,"{""funnel_type"": ""fasting""}"
139638,profile_start,2024-01-17T19:43:06,{}
139638,email_submit,2024-01-17T19:43:41,{}
139686,funnel_start,2024-01-17T19:51:07,"{""funnel_type"": ""fasting""}"
139686,profile_start,2024-01-17T19:51:18,{}
139686,email_submit,2024-01-17T19:51:34,{}
139638,paywall_show,2024-01-17T19:51:40,{}
139686,paywall_show,2024-01-17T20:03:13,{}
139893,funnel_start,2024-01-17T20:21:29,"{""funnel_type"": ""fasting""}"
139893,profile_start,2024-01-17T20:21:36,{}
139893,email_submit,2024-01-17T20:21:51,{}
139973,funnel_start,2024-01-17T20:29:20,"{""funnel_type"": ""fasting""}"
139973,profile_start,2024-01-17T20:29:31,{}
139893,paywall_show,2024-01-17T20:29:37,{}
139973,email_submit,2024-01-17T20:29:58,{}
139989,funnel_start,2024-01-17T20:31:41,"{""funnel_type"": ""fasting""}"
